WH_capacity_size,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,wh_age,Location_Urban,Zone_North,Zone_South,Zone_West,Regional_Zone_Zone 2,Regional_Zone_Zone 3,Regional_Zone_Zone 4,Regional_Zone_Zone 5,Regional_Zone_Zone 6,Owner_Type_Company Owned,Owner_Type_Rented
2,3,3,2,5208,18,0,0,1,196,36.0,16,0,3,2,32,19132,14.0,0,0,1,0,1,0,0,0,0,1,0
3,2,0,2,6133,68,0,0,1,264,29.0,0,0,6,0,14,6065,14.0,0,0,0,1,0,0,0,1,0,0,1
3,0,0,2,3988,52,1,0,0,269,21.0,27,0,4,4,14,31137,14.0,1,0,1,0,0,0,0,1,0,1,0
3,2,1,2,4589,15,0,0,0,135,19.0,10,0,4,1,14,12146,14.0,0,0,1,0,0,0,0,1,0,0,1
3,7,0,2,6739,37,0,0,0,207,26.0,21,1,1,4,6,29059,11.0,0,1,0,0,0,0,0,0,1,0,1
2,3,1,4,5763,32,0,0,0,114,41.0,11,1,3,2,32,13083,8.0,0,0,1,0,1,0,0,0,0,0,1
3,4,0,2,4911,53,1,0,1,127,30.0,6,1,4,3,10,7089,3.0,0,0,0,1,0,0,0,1,0,1,0
3,5,0,3,5516,25,0,0,1,85,35.0,25,1,5,2,24,35102,19.0,0,1,0,0,0,0,0,1,0,0,1
3,0,0,5,7575,58,0,0,1,228,30.0,17,0,4,4,5,19136,14.0,0,0,0,1,0,0,0,1,0,0,1
3,3,0,3,4433,54,0,0,1,244,21.0,21,0,3,5,10,26140,14.0,0,0,0,1,0,0,0,1,0,1,0
1,5,0,4,3063,40,0,0,0,133,26.0,31,0,3,2,8,38073,18.0,0,0,0,1,0,0,0,0,1,0,1
2,7,0,3,4365,41,0,0,0,85,29.0,4,0,5,2,27,5148,3.0,0,1,0,0,0,1,0,0,0,0,1
1,7,0,3,5215,63,0,0,0,110,29.0,14,1,4,1,9,18104,6.0,0,1,0,0,0,0,0,0,1,1,0
2,7,1,3,5448,21,0,0,0,166,50.0,0,0,6,0,11,6084,0.0,0,0,1,0,0,0,1,0,0,1,0
2,7,0,2,5499,49,0,0,0,155,25.0,25,0,2,2,27,31102,14.0,1,0,0,0,0,1,0,0,0,0,1
2,5,0,5,4436,68,0,0,1,86,28.0,32,0,2,2,12,43113,23.0,0,0,0,1,1,0,0,0,0,1,0
1,4,0,4,5968,22,0,0,1,233,24.0,6,0,4,3,21,7143,4.0,0,0,1,0,0,0,0,0,0,1,0
1,7,3,2,5314,42,0,0,1,58,22.0,6,1,5,2,2,8133,14.0,0,0,1,0,0,0,0,0,1,1,0
2,8,1,2,4426,42,0,0,0,166,18.0,16,0,5,5,26,21124,16.0,0,0,1,0,0,0,1,0,0,0,1
2,3,3,3,4054,53,0,0,0,244,15.0,24,1,1,4,12,32084,14.0,0,1,0,0,1,0,0,0,0,0,1
2,5,0,3,4727,62,0,0,1,123,29.0,13,0,2,4,18,19110,5.0,0,1,0,0,1,0,0,0,0,1,0
3,1,0,3,4689,32,0,0,1,64,29.0,33,0,1,3,23,43113,14.0,0,1,0,0,0,0,0,0,1,1,0
2,1,1,4,4518,20,0,0,1,207,61.0,22,0,5,5,32,29126,14.0,0,0,1,0,1,0,0,0,0,0,1
2,2,2,3,5592,55,0,0,1,264,22.0,4,0,5,3,26,5142,14.0,0,1,0,0,0,0,1,0,0,0,1
3,5,0,5,6545,17,0,0,0,237,16.0,12,1,1,4,17,16064,9.0,0,1,0,0,0,0,0,1,0,0,1
1,2,0,2,5144,51,0,0,1,258,28.0,17,0,5,5,9,23142,14.0,0,0,0,1,0,0,0,0,1,1,0
2,5,0,2,4492,49,0,0,1,181,23.0,24,0,5,4,19,32070,17.0,0,0,1,0,0,1,0,0,0,0,1
3,8,1,4,4039,24,0,0,0,235,21.0,10,0,4,5,23,12130,9.0,0,0,0,1,0,0,0,0,1,0,1
2,8,0,4,4434,69,0,0,1,193,41.0,0,0,6,0,26,11061,0.0,0,0,0,1,0,0,1,0,0,0,1
2,0,2,3,5207,24,0,0,0,182,18.0,31,0,3,4,12,37147,14.0,0,1,0,0,1,0,0,0,0,0,1
3,1,0,2,3704,64,0,0,0,207,24.0,32,0,2,3,25,43100,14.0,0,0,1,0,0,0,0,1,0,0,1
1,8,0,3,4637,33,0,0,1,248,26.0,10,0,2,2,3,14081,7.0,0,0,0,1,0,0,0,0,0,1,0
2,8,1,5,4285,42,0,0,1,197,17.0,23,0,5,5,26,30062,25.0,0,0,0,0,0,0,1,0,0,1,0
3,4,0,2,3774,70,0,0,1,234,35.0,5,0,3,5,24,6096,14.0,0,1,0,0,0,0,0,1,0,1,0
3,1,4,3,4435,38,0,0,1,91,38.0,4,0,3,1,23,5096,14.0,0,0,0,1,0,0,0,0,1,1,0
1,1,0,4,5431,23,0,0,1,98,29.0,31,0,4,5,3,38121,14.0,0,0,1,0,0,0,0,0,0,0,1
3,1,0,2,4869,35,0,0,1,263,32.0,20,0,3,2,10,25075,14.0,0,0,0,1,0,0,0,1,0,0,1
3,5,1,4,4177,34,0,0,1,196,27.0,11,1,5,2,25,14146,10.0,0,0,1,0,0,0,0,1,0,1,0
3,4,0,2,3941,19,0,0,0,230,18.0,5,1,4,2,28,6078,1.0,0,1,0,0,0,0,0,0,1,0,1
1,6,1,2,4218,38,0,0,0,210,25.0,6,0,5,1,2,8126,4.0,0,0,1,0,0,0,0,0,1,1,0
1,5,0,4,5888,50,0,0,1,81,27.0,28,0,3,4,15,35069,25.0,0,0,0,1,0,0,0,0,1,1,0
2,8,0,8,4807,59,0,0,0,212,26.0,21,0,2,4,1,30085,10.0,0,0,0,1,1,0,0,0,0,0,1
2,0,0,4,4626,31,0,0,1,107,32.0,10,0,5,5,22,14097,14.0,0,1,0,0,1,0,0,0,0,1,0
2,6,1,2,4776,15,1,0,1,69,32.0,7,1,5,2,32,9057,4.0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,3,4311,32,0,0,1,97,26.0,29,0,3,3,30,36057,14.0,0,0,0,1,0,0,0,0,0,1,0
2,5,5,2,4411,48,0,0,1,115,28.0,14,1,4,4,19,16143,14.0,0,1,0,0,0,1,0,0,0,0,1
3,8,0,2,4480,41,0,0,1,223,37.0,33,1,2,5,29,43104,24.0,0,0,1,0,0,0,0,0,1,1,0
2,8,0,2,7514,30,1,0,1,81,33.0,18,0,5,5,11,25094,8.0,1,0,1,0,0,0,1,0,0,0,1
2,5,0,3,7318,70,1,0,1,83,33.0,5,0,3,2,12,6097,14.0,0,0,0,1,1,0,0,0,0,1,0
3,7,0,2,5628,50,0,0,0,266,17.0,10,1,2,3,25,13081,10.0,0,1,0,0,0,0,0,1,0,1,0
3,4,0,5,4589,16,0,0,1,207,29.0,6,0,3,3,14,7107,4.0,0,0,0,1,0,0,0,1,0,0,1
2,1,2,3,3641,30,0,0,0,174,23.0,19,0,2,5,19,23145,14.0,0,0,1,0,0,1,0,0,0,0,1
2,7,0,4,3921,23,0,0,1,204,25.0,18,0,3,4,26,20141,16.0,0,0,1,0,0,0,1,0,0,1,0
2,7,1,5,4241,38,1,0,0,245,28.0,18,1,1,4,26,25096,26.0,0,1,0,0,0,0,1,0,0,0,1
2,3,0,4,4311,58,0,0,1,219,24.0,19,1,4,5,27,25060,13.0,0,0,0,1,0,1,0,0,0,1,0
3,6,0,4,6996,32,0,0,1,145,20.0,8,1,5,1,25,10065,3.0,0,0,1,0,0,0,0,1,0,1,0
2,6,1,3,4733,55,0,0,1,246,31.0,15,0,2,5,19,19133,14.0,0,0,1,0,0,1,0,0,0,0,1
2,7,0,3,5818,17,0,0,0,137,15.0,20,0,3,4,27,24104,15.0,0,1,0,0,0,1,0,0,0,1,0
3,8,5,4,5418,68,0,0,1,80,37.0,24,0,5,5,28,30117,14.0,0,1,0,0,0,0,0,0,1,0,1
2,0,0,3,4208,66,0,0,0,233,24.0,9,0,3,1,26,11134,14.0,0,0,0,0,0,0,1,0,0,0,1
3,7,1,4,4366,46,1,0,1,86,35.0,0,0,6,0,23,6099,0.0,0,0,0,1,0,0,0,0,1,1,0
3,4,0,5,5885,59,0,0,0,158,20.0,26,0,5,6,6,35090,20.0,0,0,0,1,0,0,0,0,1,0,1
2,6,0,4,3417,63,0,0,1,94,44.0,27,1,1,6,19,37080,27.0,0,0,1,0,0,1,0,0,0,1,0
2,3,0,4,5475,68,0,0,0,134,31.0,6,0,5,6,11,7077,14.0,0,0,0,1,0,0,1,0,0,0,1
3,6,5,2,5836,31,0,0,1,97,33.0,6,1,2,2,25,8077,14.0,0,1,0,0,0,0,0,1,0,0,1
3,8,3,2,5528,31,1,0,1,228,27.0,15,1,5,2,23,20124,18.0,0,1,0,0,0,0,0,0,1,1,0
3,6,4,3,5722,30,0,0,1,213,37.0,27,1,1,3,23,35088,14.0,0,0,0,1,0,0,0,0,1,0,1
3,6,0,3,6724,16,1,0,0,245,28.0,19,0,4,5,29,22148,14.0,0,1,0,0,0,0,0,0,1,1,0
2,0,0,2,5087,45,0,0,0,89,29.0,23,0,5,3,32,30115,14.0,0,0,1,0,1,0,0,0,0,0,1
3,2,0,2,4872,28,0,0,0,221,24.0,8,0,2,1,14,11072,14.0,0,1,0,0,0,0,0,1,0,0,1
3,3,2,2,3709,32,0,0,1,132,31.0,4,0,2,1,10,5095,14.0,0,0,1,0,0,0,0,1,0,1,0
2,2,0,6,6064,39,1,1,1,199,34.0,15,0,3,6,11,17066,14.0,0,0,0,1,0,0,1,0,0,0,1
3,8,1,3,4477,32,0,0,1,99,38.0,31,1,1,4,14,41064,20.0,0,0,0,1,0,0,0,1,0,1,0
3,5,1,4,3639,68,1,0,1,262,32.0,22,0,4,2,6,26133,22.0,0,1,0,0,0,0,0,0,1,1,0
2,8,0,2,4548,65,0,0,1,135,28.0,39,0,3,2,26,49145,25.0,0,0,1,0,0,0,1,0,0,1,0
3,7,0,3,4936,33,0,0,1,147,23.0,25,1,2,6,24,32102,22.0,0,1,0,0,0,0,0,1,0,0,1
3,5,0,3,4564,53,0,0,1,154,31.0,10,1,5,4,17,14073,10.0,0,1,0,0,0,0,0,1,0,1,0
3,0,0,3,4471,33,0,0,1,72,31.0,11,0,4,3,6,13103,14.0,0,0,0,1,0,0,0,0,1,1,0
2,0,0,2,4973,41,0,0,1,186,43.0,24,0,5,3,22,30110,14.0,0,1,0,0,1,0,0,0,0,1,0
3,8,0,3,4372,70,1,0,1,170,43.0,26,0,3,3,28,33103,22.0,1,1,0,0,0,0,0,0,1,1,0
2,8,0,3,3874,29,0,0,1,61,25.0,39,0,4,3,32,48059,25.0,1,0,1,0,1,0,0,0,0,0,1
2,1,0,2,4329,52,0,0,0,146,21.0,37,0,4,2,26,46135,14.0,0,1,0,0,0,0,1,0,0,0,1
3,0,0,4,4991,30,0,0,0,253,39.0,7,0,5,2,23,9055,14.0,0,0,0,1,0,0,0,0,1,0,1
2,3,0,3,3661,65,0,0,1,203,37.0,20,0,3,2,12,23115,11.0,0,1,0,0,1,0,0,0,0,1,0
2,8,1,3,4411,32,0,0,1,104,30.0,4,0,2,5,11,5100,14.0,0,0,1,0,0,0,1,0,0,0,1
2,6,1,5,4837,58,1,0,1,210,22.0,12,0,3,1,26,14135,8.0,0,0,0,1,0,0,1,0,0,0,1
3,6,0,5,4956,35,0,0,1,268,26.0,21,0,2,6,6,29093,15.0,0,1,0,0,0,0,0,0,1,0,1
2,6,2,2,5848,20,0,0,1,242,35.0,9,0,3,2,26,11080,6.0,0,0,0,1,0,0,1,0,0,1,0
2,5,1,3,4636,65,0,0,0,240,20.0,11,0,4,3,22,13080,7.0,0,1,0,0,1,0,0,0,0,0,1
3,0,0,3,3719,34,0,0,1,204,44.0,16,0,5,3,25,21143,14.0,0,0,1,0,0,0,0,1,0,0,1
2,0,1,4,3861,24,0,0,0,148,29.0,12,0,2,4,11,16106,14.0,0,0,1,0,0,0,1,0,0,0,1
2,4,0,5,4854,21,0,0,1,253,28.0,12,0,3,1,27,14072,10.0,0,1,0,0,0,1,0,0,0,1,0
3,4,0,4,5346,34,1,0,1,119,26.0,34,0,5,4,29,47085,22.0,0,0,1,0,0,0,0,0,1,0,1
1,0,0,2,5744,16,1,0,1,243,41.0,19,0,1,6,8,25067,14.0,0,0,0,1,0,0,0,0,1,1,0
1,4,0,3,6165,49,0,0,1,239,30.0,29,0,2,4,9,38135,19.0,0,1,0,0,0,0,0,0,1,1,0
3,1,4,3,4801,35,0,0,0,194,23.0,19,1,4,4,14,22073,14.0,0,1,0,0,0,0,0,1,0,1,0
3,6,2,2,4866,24,0,0,0,265,31.0,4,0,2,3,28,6070,14.0,0,1,0,0,0,0,0,0,1,0,1
2,8,1,3,4977,24,0,0,1,221,27.0,6,0,4,3,26,7055,5.0,0,0,0,1,0,0,1,0,0,1,0
2,3,0,2,4202,58,0,0,0,182,32.0,4,0,5,3,27,5142,1.0,0,0,1,0,0,1,0,0,0,0,1
3,1,0,2,4777,34,0,0,1,271,26.0,14,0,4,5,14,17148,14.0,0,0,0,1,0,0,0,1,0,1,0
3,7,1,3,3926,56,0,0,0,121,24.0,16,1,3,6,24,19083,25.0,0,1,0,0,0,0,0,1,0,1,0
3,5,0,3,6926,20,0,0,1,80,22.0,12,1,5,3,24,16103,6.0,0,1,0,0,0,0,0,1,0,1,0
2,6,3,3,7168,51,0,0,1,175,38.0,27,1,3,5,26,32145,14.0,0,1,0,0,0,0,1,0,0,1,0
3,3,1,2,5157,17,0,0,0,209,19.0,21,1,1,6,10,28063,16.0,0,0,0,1,0,0,0,1,0,1,0
3,5,0,4,2804,42,0,0,1,186,26.0,33,0,4,6,23,40101,16.0,0,0,0,1,0,0,0,0,1,1,0
1,0,0,4,5475,22,0,0,1,258,37.0,9,0,3,2,31,11122,14.0,0,1,0,0,0,0,0,0,0,1,0
3,6,0,2,3996,52,0,0,1,95,34.0,16,1,1,5,25,21107,14.0,0,0,1,0,0,0,0,1,0,1,0
2,6,0,4,4360,15,0,0,1,248,21.0,9,0,4,6,26,10128,8.0,0,0,0,1,0,0,1,0,0,1,0
1,0,4,4,4685,48,0,0,0,135,19.0,16,0,2,4,15,20091,14.0,0,0,0,0,0,0,0,0,1,0,1
3,8,0,3,4021,47,0,0,0,153,34.0,12,1,4,6,28,15106,14.0,0,1,0,0,0,0,0,0,1,1,0
3,7,0,4,4268,51,0,0,0,91,26.0,5,1,1,5,23,7067,5.0,0,0,0,1,0,0,0,0,1,0,1
3,0,1,2,4138,63,0,0,0,105,23.0,32,0,1,4,29,42057,14.0,0,1,0,0,0,0,0,0,1,0,1
2,0,4,2,5222,55,0,0,0,132,36.0,16,0,5,6,32,21094,14.0,0,0,1,0,1,0,0,0,0,1,0
2,6,1,3,7079,51,0,0,1,249,49.0,19,0,5,4,11,24070,14.0,1,0,0,1,0,0,1,0,0,1,0
3,0,0,4,3776,48,0,0,1,235,39.0,18,0,4,2,10,22127,14.0,0,0,0,1,0,0,0,1,0,1,0
2,5,0,4,4767,57,0,0,0,99,23.0,4,0,3,1,1,5131,4.0,0,0,0,1,1,0,0,0,0,0,1
1,0,0,3,4361,23,0,1,1,91,31.0,21,0,5,3,30,29083,14.0,0,1,0,0,0,0,0,0,0,0,1
3,1,1,6,4297,21,0,0,1,197,32.0,9,0,5,6,14,11103,14.0,1,0,0,1,0,0,0,1,0,1,0
3,4,2,4,4725,57,0,0,1,235,40.0,11,1,1,4,14,14093,14.0,0,0,0,1,0,0,0,1,0,0,1
2,1,0,3,5838,32,0,0,1,60,26.0,16,0,4,1,19,20091,14.0,1,0,1,0,0,1,0,0,0,0,1
2,6,3,4,4603,53,0,0,1,90,44.0,21,0,4,5,12,24055,14.0,0,0,0,1,1,0,0,0,0,0,1
2,3,1,2,5632,60,0,0,0,127,29.0,15,1,4,6,32,19072,13.0,0,0,1,0,1,0,0,0,0,1,0
1,8,2,2,7054,45,0,1,1,132,35.0,4,1,1,6,3,6123,14.0,0,1,0,0,0,0,0,0,0,1,0
2,3,2,3,3884,30,0,0,1,108,27.0,16,0,4,2,11,19138,14.0,0,0,1,0,0,0,1,0,0,1,0
1,5,2,3,4977,47,0,0,1,269,28.0,23,0,3,5,21,28089,21.0,0,1,0,0,0,0,0,0,0,0,1
3,5,0,2,4204,65,0,0,0,174,35.0,29,0,2,4,28,40084,19.0,1,1,0,0,0,0,0,0,1,1,0
1,5,0,3,6136,69,0,0,0,131,15.0,20,1,1,2,13,29132,8.0,0,1,0,0,0,0,0,0,1,0,1
3,5,1,3,3998,15,1,0,1,115,29.0,13,0,5,4,23,17105,8.0,0,1,0,0,0,0,0,0,1,0,1
1,0,0,2,5158,63,0,0,1,158,38.0,24,0,5,2,15,33114,14.0,0,0,1,0,0,0,0,0,1,1,0
3,8,1,1,4739,40,0,0,0,168,26.0,30,0,3,4,23,36137,20.0,0,0,1,0,0,0,0,0,1,0,1
2,1,0,3,4592,53,0,0,1,211,32.0,39,0,5,4,22,53072,14.0,0,0,1,0,1,0,0,0,0,1,0
3,0,2,3,6005,50,0,0,0,186,31.0,15,0,2,6,29,18097,14.0,0,0,1,0,0,0,0,0,1,1,0
3,8,3,2,5227,68,0,0,1,220,39.0,5,0,4,4,10,6104,14.0,0,0,0,1,0,0,0,1,0,0,1
3,4,0,4,5684,45,0,0,1,154,27.0,9,1,3,6,23,11077,8.0,0,1,0,0,0,0,0,0,1,0,1
2,0,0,3,3880,50,0,0,1,239,28.0,9,0,4,6,26,11133,14.0,0,1,0,0,0,0,1,0,0,0,1
2,4,1,1,4850,28,0,0,1,192,38.0,17,1,1,5,11,23132,15.0,0,0,1,0,0,0,1,0,0,1,0
2,2,3,3,6647,59,0,0,1,159,42.0,7,0,2,1,19,10150,14.0,1,0,0,1,0,1,0,0,0,1,0
2,6,1,2,6140,54,1,0,1,172,61.0,9,0,4,4,26,11113,14.0,0,0,0,1,0,0,1,0,0,0,1
2,0,0,2,4231,35,0,0,1,248,32.0,30,0,1,5,26,41120,14.0,0,1,0,0,0,0,1,0,0,0,1
1,7,0,2,3878,31,0,0,1,257,43.0,9,0,2,6,16,12141,7.0,0,0,1,0,0,0,0,0,0,0,1
1,5,0,4,4915,35,0,0,1,74,25.0,39,0,4,4,9,49106,23.0,0,0,0,1,0,0,0,0,1,1,0
2,1,2,3,5828,26,1,0,1,197,37.0,0,0,6,0,27,4112,14.0,0,0,1,0,0,1,0,0,0,1,0
3,3,1,4,5552,58,1,1,0,168,31.0,4,1,5,2,23,5150,14.0,0,1,0,0,0,0,0,0,1,1,0
3,6,2,3,8592,64,0,0,1,89,22.0,26,1,1,5,28,34076,14.0,0,1,0,0,0,0,0,0,1,1,0
2,3,0,2,5652,50,0,0,0,125,33.0,0,0,6,0,26,8095,0.0,0,0,1,0,0,0,1,0,0,1,0
3,7,0,6,5146,19,0,0,1,153,33.0,34,0,5,2,6,45098,24.0,1,0,0,1,0,0,0,0,1,0,1
2,0,2,2,5318,46,0,0,1,243,39.0,27,0,2,6,26,33146,14.0,1,1,0,0,0,0,1,0,0,1,0
1,6,0,2,5377,50,0,0,1,225,29.0,4,1,4,2,13,4100,1.0,0,1,0,0,0,0,0,0,1,0,1
2,8,0,3,4096,34,0,0,1,96,32.0,0,0,6,0,26,8072,0.0,0,1,0,0,0,0,1,0,0,1,0
3,4,0,4,4796,29,0,0,0,142,21.0,23,0,5,6,28,28072,19.0,0,1,0,0,0,0,0,0,1,0,1
3,5,0,3,3338,15,0,0,0,72,24.0,5,0,2,2,6,7111,4.0,0,0,0,1,0,0,0,0,1,1,0
1,2,3,4,2825,62,1,0,1,259,34.0,4,1,5,3,16,5141,14.0,0,0,1,0,0,0,0,0,0,1,0
3,0,1,4,3741,55,0,0,1,69,29.0,39,0,1,5,5,51089,14.0,0,0,0,1,0,0,0,1,0,1,0
2,1,0,2,4790,31,0,0,0,142,21.0,19,0,5,3,19,24134,14.0,0,0,1,0,0,1,0,0,0,0,1
3,1,0,3,4000,27,0,0,1,75,31.0,21,0,1,6,25,28109,14.0,0,0,1,0,0,0,0,1,0,1,0
3,6,1,2,7252,17,0,0,1,173,31.0,16,1,5,3,25,21134,15.0,0,1,0,0,0,0,0,1,0,0,1
2,5,0,2,3928,56,0,0,0,137,25.0,25,0,5,3,12,32092,18.0,0,1,0,0,1,0,0,0,0,0,1
3,2,1,4,4447,63,0,0,1,93,28.0,0,0,6,0,28,3119,14.0,0,1,0,0,0,0,0,0,1,1,0
3,0,0,4,5114,19,0,0,1,201,26.0,30,0,5,2,28,39130,14.0,0,1,0,0,0,0,0,0,1,1,0
2,1,0,2,3589,55,1,0,0,94,23.0,12,0,1,4,19,16068,14.0,0,0,1,0,0,1,0,0,0,1,0
3,5,0,4,4368,69,0,0,0,185,27.0,17,1,5,4,6,24088,17.0,0,0,0,1,0,0,0,0,1,0,1
1,1,0,3,4926,23,0,0,0,62,28.0,25,1,3,5,13,32127,14.0,0,1,0,0,0,0,0,0,1,1,0
3,0,0,4,5631,63,0,0,0,219,34.0,21,0,2,5,10,27118,14.0,0,0,0,1,0,0,0,1,0,1,0
2,2,0,4,4155,46,0,0,1,61,28.0,39,0,4,6,11,49092,14.0,0,0,0,1,0,0,1,0,0,1,0
2,7,3,5,4927,18,0,0,1,248,27.0,22,0,4,6,19,25097,14.0,0,0,0,1,0,1,0,0,0,0,1
2,5,0,2,3543,45,0,0,1,254,31.0,4,0,3,2,19,5104,1.0,0,0,1,0,0,1,0,0,0,1,0
2,3,4,2,2190,18,0,0,1,219,35.0,15,0,3,2,26,18099,8.0,0,0,0,0,0,0,1,0,0,1,0
1,6,0,3,5376,63,0,0,0,125,31.0,17,0,2,2,8,21133,14.0,0,0,0,1,0,0,0,0,1,1,0
2,6,1,3,5386,49,0,0,1,269,47.0,13,1,1,3,32,19099,6.0,0,0,1,0,1,0,0,0,0,1,0
3,3,1,2,2662,39,0,0,1,62,32.0,16,0,3,3,28,18083,14.0,0,1,0,0,0,0,0,0,1,0,1
3,1,0,2,2497,21,0,0,0,140,19.0,35,0,3,2,23,44127,14.0,0,1,0,0,0,0,0,0,1,0,1
3,3,0,2,4726,62,1,1,1,116,21.0,7,0,3,4,14,9103,7.0,0,1,0,0,0,0,0,1,0,1,0
3,3,1,2,5241,15,0,0,1,153,23.0,9,0,2,5,23,11056,9.0,0,1,0,0,0,0,0,0,1,1,0
1,3,0,7,3762,46,0,0,1,85,24.0,0,0,6,0,9,7128,2.0,0,0,0,1,0,0,0,0,1,0,1
2,5,4,2,5522,44,1,0,1,219,33.0,6,0,3,4,12,7139,14.0,0,1,0,0,1,0,0,0,0,0,1
3,3,0,4,7178,47,0,0,0,69,20.0,18,0,2,6,17,22108,12.0,0,1,0,0,0,0,0,1,0,1,0
3,4,0,2,4258,52,1,0,1,165,40.0,25,0,4,4,28,28055,21.0,0,1,0,0,0,0,0,0,1,1,0
3,7,4,2,4290,33,0,0,1,79,35.0,26,0,4,2,25,31107,19.0,0,0,1,0,0,0,0,1,0,0,1
3,7,0,4,5043,31,0,1,1,97,37.0,19,1,1,5,6,25125,13.0,0,0,0,1,0,0,0,0,1,1,0
3,4,0,3,3296,66,0,0,1,70,34.0,18,0,2,2,29,24116,14.0,0,1,0,0,0,0,0,0,1,1,0
3,6,0,2,3426,29,0,0,0,120,27.0,26,0,4,6,24,29122,17.0,0,1,0,0,0,0,0,1,0,0,1
1,0,5,2,5928,69,0,0,0,258,21.0,24,0,5,3,9,30068,14.0,0,0,1,0,0,0,0,0,1,1,0
3,7,0,3,5350,23,0,0,0,238,23.0,22,0,2,5,14,29129,16.0,0,0,1,0,0,0,0,1,0,1,0
1,7,0,2,4444,60,0,0,1,83,31.0,35,0,5,6,21,47131,25.0,0,0,1,0,0,0,0,0,0,1,0
3,3,0,3,5132,27,0,0,1,134,27.0,16,0,5,3,23,21126,11.0,0,0,0,1,0,0,0,0,1,1,0
1,7,0,2,5279,52,0,1,0,192,29.0,18,1,1,4,2,27114,8.0,0,0,1,0,0,0,0,0,1,0,1
1,7,0,3,5209,32,0,0,0,166,23.0,17,0,5,6,9,24084,13.0,0,1,0,0,0,0,0,0,1,0,1
3,3,1,2,6917,46,0,0,1,197,24.0,10,1,4,4,14,12068,6.0,0,0,0,1,0,0,0,1,0,1,0
3,7,0,3,4059,42,0,0,1,89,33.0,24,0,4,3,6,29113,25.0,0,1,0,0,0,0,0,0,1,0,1
1,6,1,3,5867,27,0,1,1,86,26.0,26,1,2,2,21,35082,22.0,0,0,1,0,0,0,0,0,0,0,1
2,3,1,3,7471,65,1,0,1,266,43.0,31,0,3,5,26,37091,25.0,0,1,0,0,0,0,1,0,0,1,0
2,1,0,4,3922,19,0,0,0,180,25.0,35,0,1,6,27,47132,14.0,0,1,0,0,0,1,0,0,0,0,1
2,8,4,4,5122,64,1,0,1,255,34.0,4,1,2,2,19,6099,14.0,0,0,0,1,0,1,0,0,0,1,0
2,1,0,2,4217,59,0,0,1,185,19.0,15,0,5,3,12,21088,14.0,0,0,1,0,1,0,0,0,0,1,0
3,5,0,2,4947,23,0,0,1,204,35.0,18,1,5,4,29,24127,15.0,0,0,1,0,0,0,0,0,1,0,1
1,7,4,4,6129,35,0,0,0,259,28.0,10,1,1,2,9,13060,9.0,0,1,0,0,0,0,0,0,1,1,0
2,1,0,4,3482,34,0,0,0,159,26.0,30,0,1,2,11,41057,14.0,0,0,0,1,0,0,1,0,0,1,0
3,6,3,2,6016,38,0,0,1,173,32.0,19,0,2,3,29,24121,15.0,0,1,0,0,0,0,0,0,1,0,1
3,0,0,5,3637,39,0,0,0,155,19.0,14,0,5,4,10,18130,14.0,0,0,0,1,0,0,0,1,0,0,1
2,0,0,3,4082,67,0,0,1,98,31.0,30,0,4,2,12,36126,14.0,0,1,0,0,1,0,0,0,0,1,0
2,7,2,3,4333,55,0,0,0,137,28.0,25,1,4,2,12,30121,23.0,0,0,0,1,1,0,0,0,0,1,0
3,6,0,2,7547,15,0,0,1,111,22.0,38,0,3,3,29,47080,18.0,0,0,1,0,0,0,0,0,1,1,0
1,5,0,4,5478,17,0,1,1,233,32.0,12,0,5,5,30,15068,8.0,0,0,0,1,0,0,0,0,0,0,1
2,1,2,3,5917,61,0,0,1,128,38.0,0,0,6,0,22,4147,14.0,0,1,0,0,1,0,0,0,0,1,0
2,0,0,4,3720,64,1,0,0,78,20.0,7,0,3,3,11,8078,14.0,0,0,0,1,0,0,1,0,0,1,0
2,3,0,3,5850,54,1,0,1,66,28.0,8,0,4,4,26,9082,10.0,0,1,0,0,0,0,1,0,0,0,1
3,5,0,2,5699,30,1,0,1,77,29.0,25,1,5,5,29,35133,26.0,0,1,0,0,0,0,0,0,1,1,0
3,4,0,2,4626,47,1,0,1,133,24.0,10,0,2,3,24,13132,9.0,0,1,0,0,0,0,0,1,0,0,1
2,7,1,2,4225,54,0,0,1,223,33.0,15,0,2,6,32,19057,14.0,0,0,1,0,1,0,0,0,0,1,0
2,0,0,3,4672,38,0,0,0,151,25.0,22,0,3,6,26,27097,14.0,0,0,0,1,0,0,1,0,0,0,1
2,7,0,2,9412,44,0,0,0,127,20.0,24,1,1,2,26,34057,23.0,0,1,0,0,0,0,1,0,0,0,1
3,5,0,2,4936,18,0,0,1,262,22.0,16,0,2,5,24,22087,7.0,0,1,0,0,0,0,0,1,0,1,0
3,5,2,3,3832,17,0,0,1,111,27.0,4,0,2,2,6,6148,14.0,0,1,0,0,0,0,0,0,1,1,0
3,1,0,5,8376,25,0,0,1,133,22.0,27,0,2,2,23,34127,14.0,0,0,0,1,0,0,0,0,1,1,0
