storage_issue_reported_l3m,approved_wh_govt_certificate,wh_age,transport_issue_l1y,temp_reg_mach,dist_from_hub,retail_shop_num,retail_distributor_ratio,workers_num,govt_check_l3m,product_wg_ton
6,1,14.0,1,1,176,4370,85.68627450980392,33.0,28,8061
22,1,26.0,0,1,125,4231,100.73809523809524,38.0,19,31128
18,4,13.0,2,0,121,4261,170.44,31.0,31,21087
15,3,15.0,4,1,176,4936,74.78787878787878,27.0,4,17137
6,5,5.0,0,1,190,4118,84.04081632653062,48.0,19,7122
14,5,14.0,1,0,183,6032,150.8,23.0,6,18121
17,5,14.0,4,0,120,5036,76.3030303030303,23.0,28,21149
7,5,14.0,2,0,271,3749,78.10416666666667,28.0,27,9147
6,1,14.0,3,0,113,5495,228.95833333333334,26.0,32,8131
21,3,9.0,1,1,153,4983,84.45762711864407,30.0,5,26102
18,2,11.0,1,1,130,4899,204.125,33.0,31,24124
33,4,25.0,0,0,194,4984,134.7027027027027,21.0,14,39146
6,5,3.0,0,1,244,5821,215.59259259259258,31.0,3,7061
10,5,9.0,0,1,97,5129,223.0,30.0,28,14114
19,1,14.0,1,0,68,6318,351.0,24.0,10,24110
7,3,3.0,0,0,179,6574,212.06451612903226,37.0,29,8110
0,6,14.0,3,0,179,10151,230.70454545454547,32.0,16,3069
12,2,11.0,0,0,134,3617,86.11904761904762,37.0,9,15116
6,3,14.0,0,0,141,4749,73.06153846153846,33.0,16,7149
11,5,14.0,2,0,172,3585,64.01785714285714,23.0,28,14142
25,2,10.0,1,0,120,5324,78.29411764705883,31.0,28,33121
15,5,14.0,0,0,60,5729,110.17307692307692,30.0,31,20083
9,4,9.0,0,1,211,5819,132.25,23.0,13,10103
16,4,11.0,0,0,78,5477,127.37209302325581,35.0,15,21140
24,5,27.0,0,1,186,4891,139.74285714285713,30.0,6,34067
18,4,14.0,0,0,88,5568,142.76923076923077,35.0,26,21071
0,6,2.0,0,0,201,4084,136.13333333333333,30.0,10,6101
22,2,16.0,0,0,196,4836,84.84210526315789,36.0,28,30067
9,1,14.0,3,1,115,3035,70.5813953488372,30.0,26,12109
15,5,14.0,3,0,158,3213,110.79310344827586,28.0,26,19073
7,1,14.0,0,1,147,5900,120.40816326530613,27.0,22,10069
28,5,25.0,0,1,167,3788,180.38095238095238,21.0,19,40094
6,5,2.0,1,1,204,6371,113.76785714285714,26.0,8,9072
21,1,11.0,0,1,105,5901,310.57894736842104,57.0,29,30131
19,3,13.0,0,0,102,3231,95.02941176470588,42.0,32,22108
13,2,14.0,0,0,161,5424,135.6,30.0,16,17091
24,5,14.0,0,0,208,4474,71.01587301587301,25.0,6,30150
34,2,14.0,0,0,266,5175,178.44827586206895,36.0,15,46110
21,5,14.0,1,0,188,3528,65.33333333333333,33.0,11,27078
4,3,4.0,0,0,75,3959,104.1842105263158,36.0,12,6141
25,1,27.0,0,1,207,4700,102.17391304347827,23.0,26,32149
11,5,10.0,0,0,213,5215,108.64583333333333,31.0,26,14135
22,5,13.0,0,0,109,6297,125.94,39.0,14,30135
4,5,14.0,0,0,81,5395,110.10204081632654,33.0,1,6069
27,5,14.0,0,0,97,4944,224.72727272727272,14.0,9,34129
9,3,14.0,3,0,99,3936,140.57142857142858,23.0,3,10129
22,4,18.0,0,0,97,4960,90.18181818181819,15.0,15,26110
16,3,14.0,1,0,240,5410,208.07692307692307,20.0,11,18120
27,1,14.0,1,1,202,3767,121.51612903225806,34.0,2,35087
19,5,14.0,2,1,231,4521,132.97058823529412,22.0,32,25071
18,4,14.0,4,0,246,4262,85.24,18.0,15,21091
29,2,14.0,1,0,256,4053,86.23404255319149,31.0,25,38087
18,3,10.0,0,0,201,4103,74.6,23.0,6,23105
13,1,14.0,5,1,189,4132,125.21212121212122,33.0,1,17063
9,4,14.0,1,0,65,4323,205.85714285714286,29.0,25,11108
23,1,14.0,2,0,109,4454,106.04761904761905,33.0,21,29134
23,2,14.0,1,0,231,3926,115.47058823529412,33.0,26,30074
17,3,13.0,0,0,216,7475,393.42105263157896,28.0,1,21102
25,3,25.0,0,0,188,5824,132.36363636363637,26.0,29,30106
30,1,18.0,0,1,115,3412,136.48,39.0,9,40105
16,2,14.0,0,0,177,5551,129.09302325581396,26.0,23,20101
11,4,14.0,2,0,105,5148,139.13513513513513,34.0,23,13133
0,6,14.0,3,0,58,5611,224.44,28.0,14,3073
0,6,0.0,0,0,167,4663,245.42105263157896,25.0,6,8088
17,1,25.0,1,1,66,5132,74.3768115942029,33.0,27,22147
18,1,14.0,0,0,152,5969,117.03921568627452,25.0,1,24126
20,4,14.0,0,0,244,5541,251.86363636363637,36.0,15,23075
15,3,14.0,3,0,130,5529,98.73214285714286,23.0,8,17073
5,3,6.0,0,1,174,5660,85.75757575757575,22.0,1,6059
4,2,14.0,0,0,100,5374,91.08474576271186,20.0,29,6099
24,4,19.0,2,0,187,3974,172.7826086956522,29.0,21,28130
11,1,6.0,0,1,211,4909,76.703125,22.0,2,15148
4,2,14.0,0,0,186,5362,130.78048780487805,35.0,12,5080
4,5,4.0,0,0,186,4294,214.7,21.0,23,6060
23,3,14.0,1,0,178,4251,163.5,29.0,26,27060
24,4,14.0,1,0,56,5066,105.54166666666667,30.0,15,28088
7,3,14.0,4,0,259,6459,119.61111111111111,27.0,13,8104
35,1,25.0,0,1,77,5035,143.85714285714286,31.0,23,49130
38,4,21.0,0,1,271,4124,73.64285714285714,33.0,32,49064
10,2,14.0,2,0,111,5119,119.04651162790698,25.0,11,13123
19,2,14.0,0,0,166,4194,72.3103448275862,19.0,19,26130
6,3,14.0,1,1,197,3666,118.25806451612904,33.0,20,7070
27,1,14.0,0,0,183,4270,170.8,29.0,27,37133
6,5,4.0,1,1,158,5509,250.4090909090909,31.0,17,9133
28,2,24.0,0,0,256,5196,192.44444444444446,48.0,26,37082
26,3,20.0,0,0,165,5203,76.51470588235294,29.0,1,30138
4,3,14.0,1,1,111,5563,103.01851851851852,34.0,30,5067
6,3,1.0,0,0,225,7292,105.68115942028986,19.0,26,8104
12,4,7.0,0,0,73,5049,126.225,33.0,14,14103
0,6,2.0,0,0,271,8480,235.55555555555554,28.0,9,6079
7,5,14.0,3,1,232,3969,86.28260869565217,21.0,23,9072
16,3,22.0,0,0,159,5215,173.83333333333334,61.0,13,19076
27,4,14.0,1,0,271,4537,65.7536231884058,17.0,25,33150
10,5,14.0,0,0,221,5110,283.8888888888889,39.0,32,12118
23,3,14.0,0,0,192,5220,104.4,28.0,31,28069
6,1,14.0,0,0,156,5327,100.50943396226415,39.0,9,9118
32,2,16.0,0,0,120,6240,135.65217391304347,23.0,31,42071
37,2,27.0,0,1,191,5338,106.76,29.0,21,52084
20,1,12.0,1,1,131,5572,96.06896551724138,27.0,14,27094
19,4,13.0,0,0,196,3992,128.7741935483871,36.0,25,22104
20,2,14.0,0,0,229,4594,69.60606060606061,28.0,14,25139
24,1,14.0,0,1,176,4599,71.859375,27.0,8,34107
6,5,14.0,0,0,115,6316,180.45714285714286,41.0,27,8067
13,5,14.0,4,0,129,3718,61.96666666666667,20.0,23,16131
27,5,14.0,0,0,63,5861,209.32142857142858,42.0,15,37114
0,6,1.0,0,0,226,4693,126.83783783783784,26.0,12,7122
4,4,14.0,4,0,198,3796,71.62264150943396,27.0,25,4086
19,4,12.0,2,0,162,5443,170.09375,30.0,15,22079
23,3,22.0,0,0,103,3713,161.43478260869566,39.0,28,29130
33,1,19.0,0,1,254,4902,272.3333333333333,39.0,9,47065
6,3,14.0,2,0,56,6428,194.78787878787878,37.0,26,7126
15,1,14.0,2,1,138,5143,88.67241379310344,20.0,21,19111
22,5,26.0,0,0,146,4521,132.97058823529412,25.0,9,27122
16,3,14.0,0,0,143,5251,131.275,24.0,14,20078
16,2,22.0,4,1,156,3991,92.81395348837209,28.0,26,21059
4,2,14.0,1,0,104,5071,99.43137254901961,33.0,23,5114
18,4,9.0,0,1,156,5454,102.90566037735849,17.0,27,23139
21,1,9.0,0,1,195,5133,150.97058823529412,35.0,22,31102
26,5,17.0,2,0,175,5008,333.8666666666667,35.0,15,33088
12,2,14.0,0,0,191,4850,194.0,25.0,12,16060
33,5,14.0,1,1,184,4374,190.17391304347825,25.0,28,43091
14,3,14.0,1,0,89,4629,110.21428571428571,29.0,6,16064
27,3,23.0,0,0,129,4911,272.8333333333333,20.0,8,33095
11,4,14.0,0,0,165,4137,103.425,26.0,21,13130
24,5,18.0,0,0,141,5789,89.06153846153846,27.0,12,30100
26,3,22.0,0,1,167,6623,220.76666666666668,31.0,26,33094
11,5,14.0,4,0,254,4182,77.44444444444444,29.0,21,14116
19,5,12.0,0,1,184,4299,93.45652173913044,26.0,19,26095
10,1,11.0,0,1,220,3750,76.53061224489795,27.0,1,13130
25,2,14.0,2,0,222,6331,143.88636363636363,28.0,23,32062
9,2,9.0,1,0,131,4706,117.65,40.0,17,12131
23,4,12.0,2,0,81,4193,107.51282051282051,37.0,19,27100
33,2,14.0,0,0,153,3171,45.95652173913044,26.0,3,43115
11,1,14.0,4,1,72,4032,65.03225806451613,34.0,25,15140
20,3,12.0,3,1,234,3942,57.130434782608695,31.0,6,24113
28,4,24.0,1,0,213,6059,208.93103448275863,23.0,14,34108
6,1,14.0,1,1,152,4451,103.51162790697674,30.0,31,8086
5,3,14.0,0,0,214,5108,82.38709677419355,22.0,11,6070
17,5,14.0,0,0,260,3633,72.66,24.0,12,21121
21,2,13.0,0,0,170,5444,194.42857142857142,32.0,14,28104
32,3,14.0,0,0,147,5457,88.01612903225806,29.0,18,38056
28,4,23.0,0,0,188,4940,102.91666666666667,31.0,10,34132
14,1,14.0,1,1,229,5195,199.80769230769232,21.0,22,19139
9,3,6.0,0,0,220,4882,82.7457627118644,13.0,17,11074
25,4,18.0,0,0,211,4292,68.12698412698413,35.0,14,29073
16,1,14.0,0,0,67,5964,87.70588235294117,57.0,11,20073
22,4,17.0,1,0,211,4852,105.47826086956522,20.0,3,27082
19,2,15.0,1,0,217,6333,113.08928571428571,24.0,27,25127
22,1,14.0,2,1,103,6419,221.3448275862069,35.0,26,28129
22,5,12.0,0,0,97,4335,81.79245283018868,24.0,11,29135
30,5,22.0,0,0,170,5543,86.609375,24.0,5,39073
20,2,11.0,0,1,131,4823,104.84782608695652,32.0,10,26100
17,1,19.0,2,1,162,4759,297.4375,33.0,15,23148
11,1,14.0,0,0,114,2714,43.07936507936508,28.0,5,14095
16,1,14.0,1,1,202,6648,96.34782608695652,35.0,23,21111
4,5,2.0,0,1,204,5021,218.30434782608697,35.0,11,6083
6,2,5.0,0,1,188,6329,103.75409836065573,21.0,28,8099
24,4,22.0,0,0,132,6696,352.42105263157896,30.0,12,27147
5,2,2.0,0,0,112,6784,212.0,27.0,23,7133
13,5,14.0,0,0,269,4642,66.31428571428572,25.0,12,16103
21,1,14.0,3,1,270,6624,169.84615384615384,27.0,26,28095
22,5,13.0,1,0,116,3844,73.92307692307692,41.0,19,29136
24,2,14.0,3,0,127,8495,146.4655172413793,25.0,26,30148
33,1,22.0,0,1,70,5301,171.0,31.0,1,44104
0,6,14.0,0,0,261,4409,86.45098039215686,27.0,10,3120
36,4,17.0,0,0,130,4408,63.88405797101449,27.0,21,45080
15,5,14.0,1,0,229,5681,123.5,32.0,13,18130
10,2,14.0,0,0,107,3636,95.6842105263158,22.0,27,14111
16,5,17.0,0,1,81,5343,84.80952380952381,31.0,10,22058
25,2,14.0,0,1,139,7059,117.65,46.0,32,33133
4,4,14.0,1,0,79,4450,85.57692307692308,31.0,10,5055
22,5,20.0,0,0,223,5601,88.9047619047619,30.0,4,30104
4,5,14.0,5,0,205,4307,71.78333333333333,22.0,19,5077
4,4,14.0,0,0,249,3786,71.43396226415095,32.0,19,5096
5,5,14.0,1,0,257,3320,92.22222222222223,34.0,14,7097
28,4,18.0,2,0,176,5557,347.3125,23.0,32,33112
10,5,14.0,1,0,115,5353,121.6590909090909,26.0,32,12134
35,1,25.0,2,1,232,5262,187.92857142857142,37.0,6,47116
26,5,14.0,0,0,134,4822,87.67272727272727,35.0,14,35143
10,1,8.0,0,1,270,5191,117.97727272727273,31.0,11,13150
0,6,14.0,2,0,196,4441,76.56896551724138,26.0,26,3104
31,3,19.0,0,1,229,4673,179.73076923076923,14.0,21,41128
15,2,14.0,0,1,76,5044,77.6,30.0,28,19068
14,3,16.0,1,1,218,3572,83.06976744186046,33.0,28,17100
26,1,14.0,0,1,73,5210,306.47058823529414,28.0,4,34123
15,3,14.0,3,0,243,5230,163.4375,20.0,2,18070
4,4,14.0,2,1,112,5712,92.12903225806451,28.0,23,5103
23,1,13.0,0,1,236,7109,182.28205128205127,16.0,26,32131
25,5,21.0,0,0,133,3452,164.38095238095238,45.0,26,31106
32,2,14.0,2,0,259,2933,53.32727272727273,27.0,10,42080
14,5,14.0,2,0,61,5031,93.16666666666667,27.0,9,18145
4,1,14.0,1,1,148,6122,139.13636363636363,19.0,26,6066
27,4,21.0,0,0,118,3815,90.83333333333333,30.0,19,34086
9,1,9.0,1,1,174,4775,116.46341463414635,19.0,27,12125
6,2,14.0,0,0,205,4196,79.16981132075472,19.0,26,9129
33,5,14.0,0,0,90,3636,54.26865671641791,37.0,2,45145
4,5,4.0,0,0,220,6845,236.0344827586207,22.0,12,5108
22,4,14.0,0,1,133,3840,256.0,26.0,15,28080
30,4,22.0,0,0,228,4289,126.1470588235294,36.0,10,36122
22,5,26.0,0,0,173,3422,122.21428571428571,29.0,6,29143
14,5,14.0,1,0,93,3114,52.779661016949156,28.0,1,18080
19,5,14.0,1,0,174,5569,309.3888888888889,28.0,15,24089
6,4,4.0,0,0,195,4103,59.46376811594203,21.0,23,7081
5,4,3.0,3,0,107,4496,67.1044776119403,38.0,10,6056
14,1,14.0,4,1,183,4144,115.11111111111111,23.0,19,18088
6,5,4.0,0,1,269,5538,98.89285714285714,24.0,23,8132
15,3,14.0,0,0,183,4723,134.94285714285715,22.0,14,18147
26,5,16.0,1,0,180,3666,73.32,29.0,19,34075
4,5,14.0,2,0,56,3481,57.0655737704918,47.0,2,5131
34,5,14.0,0,0,259,3567,89.175,26.0,23,46135
36,2,22.0,0,0,263,5278,131.95,38.0,22,49144
4,4,4.0,1,0,117,4157,96.67441860465117,29.0,25,5082
10,2,14.0,0,0,119,4862,147.33333333333334,29.0,15,14085
6,1,14.0,0,1,102,4923,196.92,33.0,24,9076
7,4,14.0,0,0,144,4196,161.3846153846154,39.0,17,9150
9,2,7.0,0,0,147,4762,113.38095238095238,44.0,26,13142
13,5,5.0,0,1,230,4886,103.95744680851064,23.0,11,18083
9,3,14.0,3,0,122,3962,99.05,23.0,10,11066
5,5,14.0,0,0,195,4336,240.88888888888889,22.0,5,7115
6,5,14.0,0,0,202,4740,79.0,15.0,23,7099
20,4,14.0,4,0,128,4969,82.81666666666666,50.0,3,23122
20,3,14.0,3,0,161,3901,100.02564102564102,41.0,28,23088
17,3,11.0,0,0,217,5001,119.07142857142857,26.0,26,21098
25,3,20.0,0,0,91,4822,200.91666666666666,33.0,31,29057
24,5,14.0,0,0,63,4427,142.80645161290323,51.0,32,30139
14,4,23.0,1,0,154,3605,133.5185185185185,30.0,4,16122
13,2,14.0,3,1,135,3707,218.05882352941177,28.0,26,17113
10,5,10.0,0,0,148,3104,51.733333333333334,37.0,26,13104
33,1,18.0,1,1,230,4846,179.4814814814815,26.0,28,44085
9,3,5.0,1,0,238,3976,142.0,23.0,26,10062
38,4,17.0,0,0,177,5008,77.04615384615384,21.0,27,47134
12,5,14.0,2,0,73,3829,83.23913043478261,29.0,16,15067
23,5,21.0,1,0,260,4572,152.4,30.0,10,30090
32,2,18.0,1,0,79,5306,312.11764705882354,28.0,12,42137
0,6,1.0,0,0,192,4166,66.12698412698413,30.0,12,6138
14,4,14.0,0,0,168,5673,120.70212765957447,28.0,14,16071
0,6,14.0,0,0,162,3790,75.8,30.0,12,4149
17,5,14.0,0,0,87,5416,193.42857142857142,20.0,14,22070
19,1,12.0,0,1,260,4973,121.29268292682927,44.0,26,27127
24,2,14.0,2,1,268,5772,84.88235294117646,34.0,29,31127
27,5,20.0,0,0,175,5869,88.92424242424242,39.0,32,35131
12,1,8.0,0,1,192,5029,173.41379310344828,38.0,27,16062
12,2,7.0,0,0,148,3495,69.9,25.0,28,17085
32,1,14.0,0,0,141,6208,107.03448275862068,20.0,2,44132
19,3,12.0,0,0,73,4742,98.79166666666667,17.0,32,22127
26,3,14.0,1,1,137,4466,124.05555555555556,23.0,32,32088
15,5,14.0,2,0,174,3637,86.5952380952381,21.0,19,19094
22,4,23.0,2,0,153,4122,89.6086956521739,27.0,6,25091
8,3,3.0,0,0,85,4911,175.39285714285714,16.0,12,10063
19,2,14.0,0,0,246,5109,300.52941176470586,28.0,14,26073
9,5,14.0,2,0,162,4095,102.375,21.0,27,12074
22,2,14.0,1,0,244,3939,96.07317073170732,28.0,19,28073
27,2,18.0,0,1,101,4091,151.5185185185185,30.0,26,38132
18,2,16.0,1,0,175,8204,124.3030303030303,26.0,12,23120
15,2,14.0,5,0,264,4360,94.78260869565217,28.0,19,19074
6,3,4.0,2,0,122,3953,164.70833333333334,21.0,26,8095
38,1,20.0,0,1,252,4942,81.01639344262296,25.0,17,50127
20,3,14.0,0,0,82,5070,174.82758620689654,37.0,6,23097
5,4,6.0,0,0,129,5539,213.03846153846155,28.0,8,6099
4,5,14.0,0,0,119,5910,103.6842105263158,29.0,11,5077
23,4,23.0,0,0,90,7114,355.7,32.0,17,27057
27,3,14.0,0,1,194,4972,134.3783783783784,23.0,27,32077
5,3,4.0,0,0,188,4639,178.42307692307693,27.0,10,6089
13,5,14.0,0,0,59,4129,165.16,27.0,10,17131
18,1,14.0,0,0,214,3261,125.42307692307692,28.0,6,23065
16,5,13.0,0,0,114,5018,74.8955223880597,27.0,2,21055
16,1,14.0,0,0,227,3595,119.83333333333333,27.0,13,21058
24,2,20.0,0,0,97,5067,133.3421052631579,26.0,23,31113
29,2,14.0,0,1,132,5390,168.4375,23.0,28,39112
26,3,14.0,0,0,152,4310,89.79166666666667,25.0,29,30145
5,4,14.0,3,1,145,4755,198.125,27.0,10,6067
16,2,15.0,1,0,183,4573,163.32142857142858,25.0,28,21087
14,3,14.0,1,0,77,5597,79.95714285714286,21.0,31,16129
24,5,25.0,0,0,240,5995,119.9,28.0,26,30090
5,4,14.0,1,0,160,4251,98.86046511627907,18.0,15,6143
4,5,14.0,2,0,228,5348,82.27692307692308,26.0,27,5115
14,2,13.0,1,0,157,2835,57.857142857142854,37.0,19,19061
6,4,14.0,1,0,265,4354,131.93939393939394,27.0,29,8067
17,1,10.0,0,1,253,4065,127.03125,29.0,10,23140
18,2,11.0,0,0,142,5366,173.09677419354838,30.0,27,23104
22,4,24.0,0,1,198,4359,99.06818181818181,29.0,31,28092
5,5,4.0,1,1,112,4868,231.8095238095238,24.0,2,7123
9,5,6.0,0,0,261,5534,98.82142857142857,21.0,26,11136
11,1,7.0,0,1,90,4531,96.40425531914893,21.0,24,15066
12,4,14.0,0,0,86,5592,174.75,34.0,15,14149
37,3,21.0,0,1,219,4688,80.82758620689656,24.0,19,48098
20,2,14.0,1,0,57,4711,277.11764705882354,29.0,29,25057
22,5,20.0,2,0,135,5610,102.0,26.0,27,28145
26,3,14.0,0,0,213,5280,76.52173913043478,37.0,23,33070
24,5,18.0,0,0,86,4957,159.90322580645162,36.0,19,31117
18,3,14.0,2,1,256,6368,109.79310344827586,26.0,27,22076
11,4,9.0,0,0,258,7876,358.0,34.0,27,13125
30,2,19.0,4,0,81,4724,143.15151515151516,36.0,32,40074
19,2,10.0,0,1,130,3881,65.77966101694915,20.0,25,27083
17,5,15.0,0,0,251,4074,63.65625,28.0,11,22117
16,3,9.0,1,0,81,5149,111.93478260869566,31.0,1,19122
25,4,14.0,0,0,176,4217,168.68,35.0,28,29116
30,1,14.0,0,0,115,5008,108.8695652173913,21.0,26,39122
39,1,23.0,1,1,201,5121,77.5909090909091,24.0,28,52117
27,3,17.0,1,0,215,4453,87.31372549019608,31.0,26,32110
26,2,14.0,0,0,143,4591,85.01851851851852,48.0,28,33151
11,2,6.0,0,1,61,4267,170.68,34.0,19,16112
12,2,14.0,2,0,121,5448,95.57894736842105,27.0,26,15057
24,5,14.0,2,1,165,5073,144.94285714285715,35.0,5,32113
11,2,14.0,5,1,80,5093,188.62962962962962,29.0,26,15099
25,4,22.0,0,0,233,4376,71.73770491803279,30.0,22,29130
39,1,16.0,0,1,229,3454,80.32558139534883,22.0,6,55093
11,4,14.0,1,1,190,3342,115.24137931034483,25.0,16,13112
6,4,14.0,2,0,252,3614,68.18867924528301,35.0,25,7078
6,3,14.0,0,1,65,5320,113.19148936170212,26.0,15,7058
13,2,14.0,2,0,266,4905,272.5,31.0,32,16140
25,1,14.0,0,0,226,4538,72.03174603174604,31.0,17,32093
24,5,17.0,0,0,255,3981,56.871428571428574,34.0,31,32094
27,4,14.0,2,1,62,4569,71.390625,34.0,12,32130
12,4,14.0,1,0,158,5659,131.6046511627907,27.0,1,14120
0,6,1.0,0,0,208,4728,147.75,34.0,19,12081
13,5,14.0,0,0,220,4743,121.61538461538461,23.0,28,17118
11,3,14.0,0,0,156,4614,118.3076923076923,28.0,23,14101
10,5,14.0,1,0,229,4900,100.0,30.0,26,12059
24,3,23.0,1,0,126,4505,77.67241379310344,23.0,26,27077
24,3,13.0,0,0,151,3267,56.327586206896555,54.0,26,30115
22,2,15.0,0,1,263,6471,157.82926829268294,26.0,27,30088
9,2,9.0,0,0,107,4243,223.31578947368422,28.0,19,12067
12,5,8.0,0,0,55,4900,73.13432835820896,29.0,28,15139
22,2,14.0,0,1,183,6013,187.90625,33.0,26,28145
21,5,10.0,0,0,96,6219,124.38,25.0,15,28104
5,3,3.0,0,1,161,5058,140.5,25.0,6,6128
25,5,19.0,0,0,82,4674,137.47058823529412,29.0,22,31099
13,5,14.0,0,0,175,4551,116.6923076923077,42.0,30,17127
23,4,14.0,2,0,248,4400,95.65217391304348,28.0,28,26068
25,4,19.0,0,0,178,5262,228.7826086956522,25.0,23,29104
38,1,20.0,1,1,256,4372,161.92592592592592,30.0,12,51119
4,4,3.0,0,0,92,3714,59.903225806451616,28.0,11,5081
34,3,20.0,0,0,197,4980,207.5,18.0,29,43067
15,3,16.0,4,1,187,4609,73.15873015873017,30.0,23,18109
16,5,14.0,0,0,198,4629,121.8157894736842,28.0,30,22128
25,1,14.0,0,0,133,5384,269.2,39.0,14,32129
25,1,17.0,0,1,206,5730,133.25581395348837,27.0,28,36088
20,5,18.0,0,0,138,4284,69.09677419354838,36.0,26,26071
9,2,9.0,1,0,208,5012,111.37777777777778,27.0,27,12065
22,2,14.0,0,0,76,6658,350.42105263157896,21.0,29,27117
4,4,14.0,0,0,94,4796,78.62295081967213,49.0,29,4081
16,1,10.0,0,1,227,6760,110.81967213114754,15.0,32,23125
13,4,6.0,0,0,176,4981,113.20454545454545,17.0,27,16109
20,3,9.0,0,0,226,5852,110.41509433962264,29.0,27,25149
14,2,8.0,0,0,267,5657,353.5625,29.0,32,19096
19,2,14.0,0,0,252,6049,116.32692307692308,31.0,14,23134
8,4,2.0,0,0,229,5540,89.35483870967742,34.0,10,9073
20,4,14.0,1,0,164,4617,307.8,32.0,26,24094
23,2,17.0,0,0,268,6052,100.86666666666666,25.0,27,29127
25,1,17.0,0,1,110,4455,78.15789473684211,14.0,8,33144
5,4,6.0,0,0,251,5403,207.80769230769232,30.0,25,5120
19,1,14.0,1,1,209,4573,106.34883720930233,28.0,26,25123
4,3,14.0,2,0,251,4032,115.2,47.0,19,5128
21,4,11.0,1,0,207,5205,113.15217391304348,32.0,26,25097
15,4,12.0,1,0,57,5512,177.80645161290323,28.0,5,18119
29,4,21.0,0,0,161,5176,76.11764705882354,30.0,28,36134
13,3,14.0,0,0,165,5754,143.85,33.0,32,15140
25,5,24.0,3,0,246,5638,84.14925373134328,23.0,24,31151
12,5,5.0,0,1,189,4136,98.47619047619048,58.0,6,17147
26,3,14.0,1,1,77,4596,170.22222222222223,22.0,19,32095
15,1,12.0,0,1,101,4281,251.8235294117647,31.0,2,21147
12,4,3.0,0,0,89,4912,169.3793103448276,28.0,31,15056
33,5,14.0,2,0,98,5962,192.32258064516128,28.0,16,43079
11,2,14.0,3,0,145,4765,198.54166666666666,39.0,6,14087
9,4,4.0,0,0,165,5292,311.29411764705884,23.0,19,12146
17,3,15.0,0,0,147,3907,64.04918032786885,31.0,26,19111
21,1,14.0,0,1,110,4883,221.95454545454547,34.0,27,30082
16,2,11.0,0,0,145,6285,95.22727272727273,32.0,26,22101
7,4,14.0,3,1,55,5859,102.78947368421052,25.0,28,9104
13,1,14.0,2,1,205,7389,295.56,41.0,32,17066
6,5,14.0,4,1,244,4474,263.1764705882353,35.0,19,9129
0,6,2.0,0,0,142,5221,85.59016393442623,37.0,28,7128
6,5,14.0,5,0,239,4350,83.65384615384616,27.0,27,7145
7,2,14.0,0,0,56,5344,89.06666666666666,39.0,15,9101
33,5,16.0,1,1,174,4455,82.5,23.0,6,43143
4,5,14.0,3,0,246,5582,84.57575757575758,25.0,26,5143
4,5,14.0,3,1,230,5559,138.975,24.0,26,6141
27,3,14.0,0,0,123,7284,227.625,25.0,28,34123
24,4,14.0,1,0,169,4904,119.60975609756098,20.0,4,28065
14,2,23.0,0,1,250,3238,80.95,25.0,26,19085
5,4,14.0,1,0,65,4395,293.0,34.0,26,5102
23,5,14.0,0,0,271,4786,140.76470588235293,21.0,31,31095
20,5,12.0,0,0,93,4753,128.45945945945945,24.0,28,25096
17,4,8.0,0,0,187,4787,93.86274509803921,36.0,12,22111
33,1,14.0,1,0,83,3886,185.04761904761904,37.0,26,43059
8,5,6.0,1,0,271,7113,114.7258064516129,28.0,23,11138
15,2,8.0,0,1,268,5341,281.10526315789474,35.0,6,22073
4,5,14.0,3,0,65,7313,332.40909090909093,27.0,5,5055
17,4,14.0,0,0,180,7844,230.7058823529412,32.0,26,22151
26,2,18.0,0,1,82,5966,372.875,33.0,32,37114
11,2,11.0,0,0,271,3683,63.5,22.0,16,14077
5,2,14.0,0,0,166,4782,116.63414634146342,31.0,32,7074
29,4,14.0,1,0,138,3939,98.475,19.0,31,35089
16,1,8.0,0,1,130,3968,56.68571428571428,22.0,11,23120
32,3,14.0,0,0,185,2798,87.4375,36.0,5,40080
30,4,14.0,0,0,163,4741,296.3125,20.0,13,37067
25,2,17.0,0,0,212,6523,118.6,20.0,26,31063
7,5,4.0,0,1,110,5452,320.70588235294116,23.0,28,9123
27,5,24.0,0,0,147,5077,73.57971014492753,16.0,23,34083
15,5,14.0,3,0,199,4855,242.75,28.0,29,19093
25,1,14.0,4,0,252,6056,195.3548387096774,25.0,23,32109
4,5,14.0,0,1,243,5003,119.11904761904762,24.0,2,5134
6,4,6.0,0,0,94,4293,67.078125,26.0,27,7103
32,5,14.0,1,0,56,3887,185.0952380952381,23.0,31,42103
19,5,14.0,3,0,151,6131,87.58571428571429,25.0,3,23103
27,4,23.0,2,0,126,4615,76.91666666666667,23.0,9,31106
33,3,17.0,0,1,141,4021,60.92424242424242,30.0,28,40100
38,2,21.0,0,1,230,5283,78.85074626865672,38.0,13,54130
16,3,11.0,0,0,64,4274,83.80392156862744,39.0,26,20134
6,5,14.0,2,0,183,4162,166.48,21.0,31,8101
6,1,14.0,1,1,168,4457,127.34285714285714,17.0,27,9062
4,5,14.0,0,0,107,5930,137.90697674418604,27.0,21,5114
23,4,26.0,0,0,256,4074,62.676923076923075,14.0,26,27127
6,2,3.0,0,0,63,7491,118.9047619047619,27.0,29,9072
8,5,1.0,0,1,110,4844,179.40740740740742,28.0,25,11075
23,4,15.0,0,0,225,6697,216.03225806451613,26.0,26,28144
21,1,14.0,1,0,224,4270,77.63636363636364,20.0,32,28095
