Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,wh_age
Rural,Mid,North,Zone 4,5,0,3,4961,Rented,19,0,0,1,81,23.0,20,0,B+,2,26,23096,15.0
Rural,Mid,West,Zone 4,6,0,7,3733,Rented,47,1,0,1,170,34.0,25,1,A+,4,26,33063,25.0
Rural,Mid,West,Zone 4,5,0,2,4210,Company Owned,59,0,0,1,101,27.0,18,0,C,6,26,22127,16.0
Rural,Large,North,Zone 6,8,0,4,4822,Rented,54,0,0,0,143,38.0,17,0,A,3,28,22114,14.0
Rural,Large,West,Zone 5,5,0,2,4351,Company Owned,51,0,0,1,205,34.0,36,0,A,5,14,49099,25.0
Rural,Large,North,Zone 6,0,0,3,4755,Company Owned,65,0,0,1,116,21.0,30,0,A+,4,23,40061,14.0
Rural,Small,South,Zone 1,0,0,5,3920,Company Owned,19,0,0,1,67,32.0,22,0,C,4,21,27072,14.0
Urban,Mid,South,Zone 3,4,3,2,3316,Company Owned,51,1,0,1,155,27.0,14,0,C,3,19,18144,14.0
Rural,Mid,South,Zone 4,1,1,1,4349,Company Owned,61,1,0,1,167,49.0,11,0,A,5,26,14072,14.0
Rural,Mid,West,Zone 4,5,4,4,4955,Company Owned,53,0,0,1,159,22.0,8,1,A+,6,26,10105,14.0
Rural,Small,South,Zone 6,8,0,2,5213,Company Owned,69,0,0,0,157,26.0,24,1,A,6,2,32143,17.0
Rural,Mid,West,Zone 4,7,0,4,4525,Company Owned,24,0,1,0,271,28.0,13,1,A+,6,11,18125,9.0
Rural,Mid,North,Zone 4,1,0,4,4168,Company Owned,18,0,0,1,73,37.0,10,0,C,1,26,13102,14.0
Rural,Mid,North,Zone 4,2,1,3,4448,Company Owned,47,0,0,1,162,27.0,31,1,A,6,26,42144,14.0
Rural,Mid,North,Zone 3,1,0,2,4788,Company Owned,33,0,0,1,68,20.0,27,0,B,4,27,31110,14.0
Rural,Mid,South,Zone 4,0,0,2,4330,Company Owned,56,0,0,0,63,43.0,16,0,B,3,11,19085,14.0
Rural,Small,North,Zone 1,5,3,2,5162,Rented,47,0,0,0,128,21.0,24,0,C,2,31,30084,23.0
Rural,Large,North,Zone 6,7,0,3,4986,Company Owned,45,0,0,1,107,36.0,24,1,A+,5,23,31068,18.0
Rural,Large,North,Zone 5,2,0,3,5517,Rented,39,0,1,1,119,25.0,24,0,C,3,24,32129,14.0
Rural,Mid,West,Zone 4,6,0,4,4005,Company Owned,18,0,0,1,185,48.0,15,0,A,4,26,21128,15.0
Rural,Large,North,Zone 6,3,0,4,4627,Company Owned,43,0,0,1,74,26.0,5,0,C,2,28,6129,14.0
Rural,Mid,West,Zone 4,8,0,5,4428,Rented,59,0,0,1,183,33.0,0,0,Unknown,0,11,4062,1.0
Rural,Large,North,Zone 5,2,0,4,4698,Rented,52,0,0,0,157,25.0,14,0,B+,5,17,17145,14.0
Rural,Mid,West,Zone 4,3,1,3,4525,Rented,58,0,0,0,157,20.0,36,1,A+,5,26,48071,21.0
Rural,Mid,South,Zone 4,5,1,1,6892,Company Owned,55,0,1,1,232,28.0,14,1,A,3,20,19120,4.0
Rural,Mid,West,Zone 3,6,1,4,3859,Company Owned,38,0,0,1,218,29.0,30,0,B,3,19,36073,24.0
Rural,Large,West,Zone 5,3,0,2,4763,Company Owned,37,0,1,1,241,28.0,22,1,A+,6,14,31061,20.0
Rural,Large,West,Zone 5,0,1,5,5102,Company Owned,50,0,0,0,170,17.0,11,0,A,3,10,15081,14.0
Rural,Mid,South,Zone 2,3,0,3,4546,Rented,69,0,0,1,196,39.0,7,0,B+,5,32,9071,8.0
Rural,Small,North,Zone 6,3,1,2,4470,Company Owned,28,0,0,1,92,25.0,6,0,B,5,8,7101,6.0
Rural,Large,North,Zone 5,6,4,6,3307,Rented,58,0,0,1,60,31.0,18,1,B+,2,24,22119,14.0
Rural,Mid,North,Zone 2,3,4,4,4468,Company Owned,15,1,0,1,242,31.0,7,0,B+,1,12,8110,10.0
Rural,Small,North,Zone 1,0,0,4,4457,Company Owned,36,0,0,0,166,17.0,20,0,B,2,21,23121,14.0
Rural,Small,North,Zone 6,6,1,3,4435,Company Owned,70,0,0,1,57,33.0,15,1,B+,4,13,18111,15.0
Rural,Mid,West,Zone 3,3,2,3,5024,Rented,46,0,0,1,65,31.0,22,1,B,4,19,27140,20.0
Rural,Large,North,Zone 5,8,1,2,5674,Rented,27,0,0,0,110,27.0,4,0,B+,6,17,5069,14.0
Rural,Small,South,Zone 1,4,0,2,7216,Company Owned,34,0,0,0,64,33.0,20,1,B+,2,21,24119,15.0
Rural,Mid,South,Zone 2,5,0,4,5613,Company Owned,38,0,0,0,158,31.0,8,0,B+,1,32,10129,7.0
Rural,Mid,North,Zone 3,6,0,4,3810,Company Owned,36,0,0,1,234,35.0,6,1,C,2,19,8119,4.0
Rural,Large,North,Zone 6,0,1,4,4369,Company Owned,16,0,0,1,117,37.0,12,0,B+,4,6,14069,14.0
Rural,Large,North,Zone 6,3,0,2,4945,Company Owned,53,0,1,1,219,28.0,9,0,C,1,29,13073,6.0
Rural,Large,North,Zone 5,0,0,3,6145,Rented,40,0,0,0,116,22.0,14,0,A+,5,14,19064,14.0
Rural,Mid,South,Zone 3,6,0,1,4804,Rented,27,0,0,1,89,30.0,38,1,A+,2,27,53139,20.0
Rural,Large,North,Zone 5,6,0,2,5467,Company Owned,22,1,0,1,126,33.0,7,0,B+,1,5,8080,14.0
Rural,Large,North,Zone 6,8,0,3,3009,Company Owned,41,0,0,1,55,25.0,20,1,A+,6,28,26136,13.0
Rural,Large,North,Zone 6,2,0,3,5265,Company Owned,70,0,1,1,196,28.0,28,0,C,4,29,38117,14.0
Rural,Large,West,Zone 6,4,5,4,4574,Company Owned,28,0,1,1,198,28.0,5,0,B,1,23,6125,14.0
Rural,Large,North,Zone 5,6,0,3,4908,Company Owned,24,1,1,1,149,27.0,10,1,A,3,14,14137,9.0
Rural,Small,South,Zone 1,8,1,4,4520,Rented,46,0,0,0,147,19.0,23,1,B,2,21,27082,23.0
Rural,Large,South,Zone 5,5,0,2,4008,Company Owned,51,0,0,1,221,36.0,8,1,A+,4,25,11125,14.0
Rural,Mid,North,Zone 2,7,1,3,4627,Company Owned,69,1,0,1,209,36.0,33,0,B,3,12,39150,21.0
Rural,Mid,West,Zone 4,6,0,4,4651,Rented,20,0,0,1,185,24.0,4,0,A,2,26,6092,3.0
Urban,Mid,South,Zone 3,4,0,1,3794,Rented,50,0,1,1,263,28.0,28,0,A,4,19,37126,24.0
Urban,Mid,North,Zone 3,0,1,3,5290,Company Owned,40,0,0,1,88,31.0,29,0,C,5,27,37135,14.0
Rural,Large,North,Zone 5,1,0,4,5355,Rented,66,0,0,0,92,19.0,13,0,A,1,14,18077,14.0
Rural,Mid,West,Zone 2,8,0,5,4542,Company Owned,68,1,0,1,142,33.0,20,0,A,2,18,25105,12.0
Rural,Large,North,Zone 6,0,0,2,5205,Company Owned,42,0,1,0,216,35.0,34,0,B,5,28,42083,14.0
Rural,Small,West,Zone 1,1,1,4,3272,Rented,54,0,0,1,180,23.0,12,0,A,2,30,16136,14.0
Rural,Large,North,Zone 6,6,0,2,4293,Company Owned,47,0,0,1,147,44.0,9,0,B+,1,28,10128,9.0
Rural,Large,North,Zone 5,8,0,2,6543,Company Owned,45,0,0,1,245,24.0,7,1,C,2,24,10100,4.0
Rural,Small,South,Zone 1,3,1,4,5232,Company Owned,67,0,0,1,262,63.0,18,1,A,4,21,24113,15.0
Rural,Mid,North,Zone 3,2,0,4,5604,Company Owned,47,0,0,0,263,21.0,20,1,B,4,27,25119,14.0
Rural,Small,North,Zone 6,5,0,2,5031,Company Owned,66,0,0,1,82,55.0,0,0,Unknown,0,13,5106,2.0
Rural,Mid,West,Zone 3,0,0,7,5294,Rented,57,0,0,0,59,28.0,23,0,B,5,27,28143,14.0
Rural,Large,North,Zone 5,2,3,2,5750,Company Owned,45,0,0,1,253,31.0,24,0,C,4,14,30100,14.0
Rural,Small,North,Zone 1,3,1,4,4726,Company Owned,58,0,0,1,177,45.0,13,0,C,6,3,17096,12.0
Rural,Large,North,Zone 6,3,0,2,4296,Rented,51,0,0,1,67,25.0,17,1,B+,3,23,21130,25.0
Rural,Mid,South,Zone 3,8,0,2,4516,Company Owned,48,0,0,0,100,16.0,19,1,A+,3,19,25108,15.0
Rural,Mid,West,Zone 4,7,2,2,5481,Rented,47,0,0,1,199,29.0,20,0,B+,2,11,23122,14.0
Rural,Large,North,Zone 6,5,0,2,4228,Company Owned,50,0,0,1,253,30.0,19,0,C,1,28,26124,8.0
Urban,Small,North,Zone 1,4,0,2,8962,Rented,49,0,0,0,198,34.0,29,0,B,2,16,36090,20.0
Rural,Mid,West,Zone 3,6,0,4,3639,Company Owned,50,0,0,1,66,39.0,32,1,A,4,19,42129,25.0
Rural,Large,North,Zone 5,6,0,2,5043,Company Owned,65,0,1,1,209,28.0,39,1,C,6,25,55120,25.0
Rural,Large,North,Zone 5,3,0,2,4546,Company Owned,64,0,0,1,208,30.0,5,0,B+,2,25,5134,3.0
Rural,Large,West,Zone 6,6,2,3,3661,Rented,18,0,0,1,261,30.0,10,1,B+,3,6,13084,6.0
Rural,Mid,North,Zone 2,7,0,4,7465,Rented,47,0,0,0,72,26.0,0,0,Unknown,0,22,3088,14.0
Rural,Small,North,Zone 1,0,1,3,5060,Company Owned,41,0,0,0,108,24.0,23,0,C,4,30,29074,14.0
Rural,Mid,West,Zone 3,3,0,3,5874,Rented,66,0,0,0,202,16.0,5,0,B,3,27,6107,2.0
Rural,Large,West,Zone 5,8,0,4,5837,Company Owned,54,0,0,1,103,32.0,4,1,C,1,14,5142,14.0
Rural,Large,South,Zone 5,2,2,2,4508,Company Owned,21,0,1,1,112,28.0,9,0,A,2,10,13105,14.0
Rural,Mid,South,Zone 2,4,2,2,4887,Company Owned,55,0,0,1,208,50.0,15,1,A+,6,32,20109,14.0
Rural,Large,West,Zone 6,3,0,6,3818,Rented,23,0,0,0,63,19.0,8,0,C,6,6,11129,7.0
Rural,Small,North,Zone 1,0,0,4,4007,Company Owned,15,0,0,1,227,35.0,7,0,C,1,3,10138,14.0
Rural,Large,West,Zone 5,3,0,4,4165,Company Owned,41,1,0,1,162,22.0,19,0,C,2,25,24105,14.0
Rural,Mid,West,Zone 4,3,1,5,4363,Company Owned,22,0,0,1,175,19.0,29,1,A+,2,26,38072,21.0
Rural,Mid,West,Zone 4,4,0,4,6891,Rented,48,0,0,1,258,29.0,17,0,C,5,11,23110,17.0
Rural,Large,North,Zone 5,5,0,4,5541,Company Owned,52,0,0,1,252,27.0,26,1,B,4,25,31088,24.0
Rural,Mid,North,Zone 4,1,0,2,4309,Rented,23,0,0,1,123,27.0,0,0,Unknown,0,26,3101,14.0
Rural,Small,West,Zone 6,7,0,4,5043,Company Owned,54,0,0,1,208,57.0,4,1,C,1,8,6102,1.0
Rural,Mid,North,Zone 3,7,1,4,4467,Company Owned,38,0,0,1,242,26.0,27,0,B+,6,27,33098,25.0
Rural,Mid,West,Zone 4,7,1,5,5649,Company Owned,54,0,0,1,180,28.0,25,0,A,5,26,31123,19.0
Rural,Large,North,Zone 6,7,3,5,4759,Company Owned,24,0,0,0,135,39.0,24,1,C,4,28,31103,14.0
Rural,Mid,West,Zone 4,4,0,3,6389,Rented,62,0,0,0,257,44.0,24,1,B+,6,11,31055,26.0
Urban,Mid,West,Zone 4,4,0,4,4205,Company Owned,21,0,0,1,79,40.0,18,0,A,2,26,23111,10.0
Rural,Large,North,Zone 6,4,0,4,3986,Rented,42,0,0,0,226,20.0,27,0,B,2,28,31101,14.0
Rural,Mid,South,Zone 3,3,5,3,4753,Company Owned,36,0,0,1,123,30.0,19,1,A+,3,19,25081,14.0
Rural,Large,North,Zone 6,6,0,3,4907,Rented,18,0,0,1,136,31.0,25,1,A+,4,28,32062,27.0
Rural,Large,North,Zone 5,0,1,2,5688,Rented,46,0,0,0,125,19.0,11,0,B,5,14,13056,14.0
Rural,Large,North,Zone 6,7,1,3,6250,Rented,18,0,0,0,109,41.0,4,0,C,2,6,6119,14.0
Rural,Mid,West,Zone 4,8,0,5,5038,Rented,35,0,0,0,240,16.0,0,0,Unknown,0,26,8133,0.0
Rural,Small,North,Zone 6,8,3,3,7538,Company Owned,65,0,0,0,134,25.0,27,1,B+,4,9,33060,14.0
Rural,Mid,West,Zone 4,3,0,4,5089,Company Owned,28,0,1,1,263,25.0,32,1,A+,4,11,45072,17.0
Rural,Mid,South,Zone 3,3,4,2,3673,Rented,56,0,0,0,226,17.0,31,0,B,4,19,37142,26.0
Rural,Mid,North,Zone 2,4,0,4,4573,Rented,33,1,0,1,92,34.0,5,1,A,6,1,7069,14.0
Rural,Large,West,Zone 5,8,0,4,4547,Company Owned,15,0,1,1,259,35.0,18,0,B+,4,25,22076,6.0
Rural,Mid,North,Zone 4,4,0,2,4308,Rented,46,0,0,1,186,29.0,19,0,A,4,26,26066,7.0
Rural,Large,South,Zone 5,8,0,2,4652,Company Owned,53,0,1,1,185,27.0,33,0,B+,3,10,39062,19.0
Rural,Large,West,Zone 6,8,0,4,4057,Rented,38,1,0,1,78,28.0,9,0,A,3,6,12140,4.0
Rural,Large,North,Zone 5,5,0,2,5926,Rented,58,0,0,1,67,31.0,12,1,C,1,17,17055,3.0
Urban,Large,North,Zone 6,8,0,5,5851,Company Owned,58,0,0,0,239,29.0,14,1,C,3,28,19119,16.0
Rural,Small,South,Zone 1,1,0,4,5281,Company Owned,70,0,0,0,110,31.0,26,0,B,4,31,30151,14.0
Rural,Mid,West,Zone 4,4,0,7,4247,Company Owned,32,0,0,1,213,26.0,6,0,C,2,11,7124,7.0
Rural,Small,West,Zone 6,4,2,3,5205,Company Owned,67,0,0,1,184,27.0,23,0,B,3,9,28144,18.0
Rural,Large,North,Zone 5,8,0,4,4711,Company Owned,44,0,0,1,198,27.0,38,0,A,3,17,52111,25.0
Rural,Small,North,Zone 6,8,0,3,6004,Company Owned,26,0,0,0,142,26.0,30,0,A,4,15,39074,23.0
Rural,Mid,East,Zone 4,8,1,7,4075,Company Owned,66,0,0,1,265,37.0,30,0,C,3,26,39121,16.0
Rural,Small,South,Zone 1,7,0,3,4366,Rented,63,0,0,1,67,31.0,30,1,A+,2,31,43077,21.0
Rural,Mid,South,Zone 2,5,0,2,3960,Company Owned,46,0,0,1,149,25.0,9,0,B,3,1,11087,4.0
Rural,Large,North,Zone 6,4,1,3,6493,Rented,53,0,1,1,136,22.0,14,0,C,5,6,18067,14.0
Rural,Small,North,Zone 6,1,0,3,4237,Company Owned,53,0,0,0,239,23.0,18,0,A,2,9,23111,14.0
Rural,Large,North,Zone 5,3,3,4,5213,Rented,32,0,0,0,140,28.0,4,1,A,2,24,6063,14.0
Rural,Large,North,Zone 6,5,0,3,4964,Company Owned,34,0,1,1,125,25.0,24,0,B+,4,28,27139,23.0
Rural,Mid,North,Zone 3,5,0,3,6304,Company Owned,44,0,0,1,170,40.0,24,0,A,6,27,30121,19.0
Rural,Large,West,Zone 6,5,1,4,4672,Company Owned,22,0,0,1,182,29.0,4,0,B+,3,23,5124,14.0
Rural,Small,North,Zone 1,4,0,3,3930,Rented,56,0,0,1,83,35.0,8,1,B+,3,16,9083,3.0
Rural,Large,North,Zone 6,2,0,4,5195,Rented,17,0,0,1,55,25.0,28,0,B,6,23,35102,14.0
Rural,Mid,West,Zone 4,7,1,2,5105,Company Owned,67,0,0,0,244,28.0,32,0,C,6,11,41130,17.0
Rural,Small,North,Zone 6,4,0,3,4410,Rented,31,0,0,1,233,28.0,23,0,A,5,8,31070,12.0
Rural,Large,North,Zone 5,7,0,4,5394,Company Owned,18,0,0,1,131,45.0,5,0,B,2,17,6102,5.0
Rural,Small,North,Zone 1,2,0,3,3898,Rented,43,0,0,0,173,17.0,8,0,A,1,3,11123,14.0
Rural,Large,West,Zone 6,8,0,3,4224,Company Owned,49,1,0,1,57,49.0,26,0,C,2,6,32064,19.0
Rural,Large,North,Zone 6,1,1,2,4788,Company Owned,63,1,0,0,73,28.0,9,0,B,6,6,11059,14.0
Rural,Mid,North,Zone 3,8,0,3,3889,Company Owned,17,0,0,1,254,30.0,8,0,C,1,27,10059,3.0
Rural,Mid,South,Zone 2,0,1,3,3183,Rented,36,0,0,0,175,21.0,32,0,C,3,32,42091,14.0
Urban,Large,West,Zone 5,3,2,3,4523,Company Owned,39,1,0,1,157,32.0,25,0,A,5,10,31137,14.0
Rural,Large,North,Zone 6,4,0,3,5183,Company Owned,59,0,0,1,232,31.0,0,0,Unknown,0,28,7064,1.0
Rural,Mid,South,Zone 3,6,0,2,5514,Rented,46,0,0,0,165,14.0,4,0,B,5,19,5136,14.0
Rural,Large,West,Zone 5,8,0,4,4656,Company Owned,57,0,0,1,249,30.0,15,0,B+,2,14,19127,10.0
Urban,Mid,West,Zone 3,0,1,5,4245,Rented,35,0,0,1,168,32.0,6,0,C,5,19,7125,14.0
Rural,Small,South,Zone 1,3,1,2,4148,Company Owned,40,0,0,1,206,25.0,20,0,B,6,21,23105,14.0
Rural,Mid,South,Zone 2,3,3,2,6809,Company Owned,45,0,0,0,174,30.0,4,0,B+,3,1,4102,14.0
Rural,Large,North,Zone 6,3,4,4,5063,Company Owned,28,1,0,1,236,39.0,25,0,C,4,23,32085,22.0
Rural,Mid,North,Zone 3,7,0,4,4588,Rented,47,0,0,0,99,35.0,16,0,A,2,19,23080,9.0
Rural,Small,West,Zone 6,5,1,4,4919,Rented,55,1,0,0,94,78.0,19,0,B,2,9,22142,14.0
Rural,Large,West,Zone 5,7,1,4,5102,Company Owned,40,0,0,1,251,31.0,28,1,B,6,10,34143,18.0
Rural,Small,West,Zone 6,4,1,7,5398,Rented,33,0,0,0,248,28.0,5,0,C,3,9,7144,5.0
Rural,Large,North,Zone 6,4,0,4,3217,Company Owned,67,0,0,1,84,27.0,22,0,C,4,28,27136,22.0
Rural,Large,North,Zone 6,3,0,2,5135,Rented,70,0,0,0,262,19.0,26,0,B,2,6,30091,18.0
Rural,Mid,North,Zone 4,1,0,4,4696,Rented,27,0,0,1,143,35.0,13,0,C,6,26,17100,14.0
Rural,Mid,East,Zone 3,1,0,7,6035,Rented,62,0,0,1,149,39.0,0,0,Unknown,0,27,6079,14.0
Rural,Large,West,Zone 5,5,1,5,4144,Company Owned,19,0,0,0,131,30.0,21,0,B+,2,14,25105,16.0
Rural,Large,North,Zone 5,6,0,4,4650,Rented,15,0,0,1,197,29.0,29,0,B,2,25,36066,25.0
Rural,Large,North,Zone 5,8,0,4,5031,Rented,37,0,0,1,232,28.0,0,0,Unknown,0,14,6056,0.0
Rural,Large,West,Zone 5,8,1,2,5066,Company Owned,66,1,1,1,259,42.0,20,0,B,6,10,24118,15.0
Rural,Mid,West,Zone 2,6,3,1,4669,Rented,65,0,0,0,157,21.0,18,0,C,3,1,23144,14.0
Rural,Mid,West,Zone 3,2,0,4,4815,Company Owned,30,0,0,1,260,45.0,29,0,B+,5,19,34061,14.0
Rural,Mid,North,Zone 4,0,1,3,4604,Rented,68,0,0,0,187,24.0,26,0,B,4,26,31065,14.0
Rural,Small,West,Zone 6,0,0,6,4283,Rented,51,0,0,1,81,28.0,16,0,C,3,15,21078,14.0
Urban,Mid,West,Zone 3,3,0,4,4277,Rented,37,0,1,1,83,26.0,22,0,B,4,27,27098,16.0
Rural,Large,West,Zone 5,6,1,3,4140,Rented,46,0,0,1,247,29.0,9,0,B,6,10,11122,4.0
Rural,Large,North,Zone 6,4,0,3,8197,Company Owned,38,0,0,1,270,25.0,28,1,A,2,28,40059,26.0
Rural,Large,West,Zone 6,4,0,3,7243,Rented,27,0,0,0,242,19.0,24,1,A,5,29,32077,13.0
Rural,Large,West,Zone 5,0,1,4,2887,Rented,50,0,0,1,166,34.0,13,0,A,5,14,17082,14.0
Rural,Large,North,Zone 6,6,5,2,3729,Company Owned,44,0,0,1,241,34.0,0,0,Unknown,0,6,3064,14.0
Rural,Large,North,Zone 6,7,3,2,5369,Rented,60,0,0,0,205,27.0,22,0,A,4,28,28056,14.0
Rural,Large,West,Zone 6,4,1,6,3687,Rented,67,0,0,1,263,27.0,30,1,A+,6,6,40094,16.0
Rural,Small,South,Zone 1,5,0,2,4538,Company Owned,22,0,0,0,91,21.0,9,1,A+,5,21,13085,6.0
Rural,Mid,North,Zone 3,1,0,1,4119,Rented,19,0,0,0,261,25.0,20,0,A,6,19,26105,14.0
Rural,Large,North,Zone 5,3,1,3,6238,Company Owned,52,0,0,1,129,32.0,21,0,C,6,10,27085,11.0
Rural,Mid,West,Zone 4,4,0,5,3043,Company Owned,29,0,0,0,79,22.0,30,0,B+,6,11,35096,27.0
Rural,Mid,West,Zone 4,3,2,4,4733,Company Owned,55,0,0,0,169,27.0,12,1,A+,1,26,16074,14.0
Rural,Large,North,Zone 6,5,0,4,4888,Rented,55,0,0,1,62,23.0,13,0,B+,3,29,15078,7.0
Rural,Mid,South,Zone 3,7,1,3,5305,Company Owned,25,0,0,0,92,38.0,17,1,A+,6,19,22143,15.0
Rural,Small,North,Zone 6,5,0,2,4250,Company Owned,30,0,0,1,98,20.0,9,1,B,2,9,11055,7.0
Rural,Large,North,Zone 6,8,0,3,3689,Company Owned,60,0,0,1,77,29.0,12,1,C,1,23,15128,11.0
Rural,Mid,South,Zone 3,6,0,2,3968,Company Owned,47,0,0,1,179,32.0,21,0,B,2,27,27077,12.0
Rural,Large,West,Zone 6,4,2,3,3646,Company Owned,56,0,0,1,112,27.0,8,0,B+,1,23,9127,14.0
Rural,Large,South,Zone 5,0,0,2,5004,Company Owned,40,1,0,1,258,46.0,10,0,B,1,14,12065,14.0
Rural,Mid,West,Zone 4,6,2,4,4412,Rented,45,0,0,1,175,32.0,16,0,B+,5,11,20089,14.0
Rural,Small,South,Zone 1,2,1,3,5730,Company Owned,37,0,0,1,176,28.0,11,0,A,6,21,14108,14.0
Rural,Large,North,Zone 6,0,0,2,7965,Company Owned,26,0,0,1,55,37.0,8,0,A,3,28,10107,14.0
Rural,Large,West,Zone 5,5,0,4,7085,Rented,35,0,0,0,250,17.0,25,0,C,2,14,31142,22.0
Rural,Large,South,Zone 6,6,0,3,5305,Company Owned,28,0,0,1,199,28.0,19,1,B+,2,29,22070,13.0
Rural,Mid,North,Zone 2,3,0,4,6884,Company Owned,57,0,0,1,183,44.0,16,0,A,3,12,23134,7.0
Rural,Large,West,Zone 5,0,0,3,5977,Rented,39,0,0,0,203,26.0,19,0,B,1,5,24115,14.0
Rural,Large,West,Zone 6,4,2,4,3868,Company Owned,65,0,0,0,127,50.0,15,1,B,2,23,18124,14.0
Rural,Large,North,Zone 6,3,1,4,3880,Company Owned,58,0,0,1,211,21.0,4,1,C,6,29,5128,14.0
Rural,Mid,North,Zone 3,8,1,3,4657,Rented,30,0,0,0,89,32.0,22,0,B+,3,27,26127,18.0
Rural,Small,South,Zone 1,8,0,2,5994,Rented,49,0,0,1,148,26.0,27,0,B+,6,21,31117,24.0
Rural,Large,North,Zone 5,5,0,4,4587,Company Owned,41,0,0,1,103,28.0,20,0,A,3,14,25112,14.0
Rural,Large,North,Zone 6,2,2,3,4762,Company Owned,66,1,0,1,183,24.0,10,0,A,3,23,13135,14.0
Rural,Mid,West,Zone 4,6,0,4,5739,Company Owned,51,0,0,1,68,28.0,21,0,B+,4,26,24127,17.0
Rural,Mid,South,Zone 4,0,0,2,5965,Company Owned,65,0,0,0,159,29.0,0,0,Unknown,0,26,3118,14.0
Rural,Small,North,Zone 1,3,1,3,9560,Rented,55,0,0,0,169,14.0,6,1,A,3,30,8093,4.0
Rural,Large,North,Zone 6,8,0,2,5193,Rented,66,1,0,1,238,39.0,13,0,B,3,28,16085,3.0
Rural,Large,North,Zone 5,8,0,4,5014,Rented,69,0,0,1,127,33.0,37,0,A,2,17,50081,21.0
Rural,Small,South,Zone 6,8,3,1,4852,Rented,21,0,0,0,127,34.0,18,1,B,3,15,22103,14.0
Rural,Small,North,Zone 1,4,4,3,4576,Rented,50,0,0,1,168,25.0,13,1,A+,2,3,17078,11.0
Rural,Large,North,Zone 6,5,3,3,4382,Company Owned,30,0,0,0,79,27.0,13,0,B,4,28,15089,8.0
Rural,Large,North,Zone 5,5,0,4,4420,Company Owned,57,0,0,1,77,29.0,29,0,C,4,24,38090,22.0
Rural,Mid,North,Zone 4,3,2,4,4505,Rented,59,0,0,1,262,27.0,23,1,A+,5,26,30096,14.0
Urban,Large,North,Zone 6,7,0,4,4928,Rented,47,0,0,1,179,27.0,5,0,B,2,28,6082,5.0
Rural,Large,West,Zone 6,4,0,3,4294,Rented,53,0,0,1,107,28.0,32,0,C,6,23,43068,22.0
Rural,Mid,North,Zone 3,5,3,2,4226,Rented,59,0,0,1,73,28.0,23,1,C,2,27,30107,14.0
Rural,Large,North,Zone 5,5,0,3,3684,Rented,41,0,0,0,78,21.0,26,0,B+,4,24,32119,21.0
Rural,Large,West,Zone 6,6,0,2,6285,Company Owned,44,0,0,1,92,37.0,8,0,A,3,23,11106,8.0
Rural,Small,South,Zone 1,1,1,2,3516,Rented,54,0,0,0,141,41.0,18,0,A,5,31,24080,14.0
Rural,Large,West,Zone 6,4,0,5,5461,Company Owned,37,0,0,0,263,28.0,7,0,B,1,6,8145,4.0
Rural,Mid,North,Zone 4,7,0,2,4078,Company Owned,26,1,0,1,168,31.0,11,0,B+,2,26,14058,5.0
Rural,Mid,South,Zone 4,0,3,4,5670,Company Owned,26,0,0,1,75,26.0,13,0,B,1,26,15069,14.0
Rural,Large,South,Zone 5,7,0,4,4379,Company Owned,38,0,0,1,191,47.0,27,0,A,4,14,33090,25.0
Rural,Mid,North,Zone 4,3,0,2,6200,Company Owned,61,0,0,1,109,22.0,13,0,C,2,26,18066,5.0
Rural,Large,North,Zone 5,5,2,4,3579,Rented,46,1,1,1,194,27.0,34,1,B+,5,17,41061,21.0
Rural,Large,North,Zone 6,0,0,3,5168,Company Owned,28,0,0,0,270,34.0,38,0,A,4,29,52142,14.0
Rural,Mid,East,Zone 4,8,0,5,4325,Company Owned,27,1,0,1,68,31.0,24,1,B+,2,26,30055,18.0
Rural,Large,North,Zone 6,0,0,6,4383,Rented,35,0,0,0,256,19.0,27,0,C,6,6,36090,14.0
Rural,Large,West,Zone 5,5,0,2,4516,Company Owned,44,0,0,1,92,31.0,24,1,A,6,25,30103,22.0
Rural,Small,West,Zone 6,6,1,4,4204,Rented,15,0,1,1,147,33.0,39,1,A+,6,9,52068,25.0
Urban,Mid,North,Zone 4,3,0,4,4452,Rented,30,0,0,1,166,30.0,13,1,A+,4,26,17083,11.0
Rural,Large,North,Zone 5,1,1,2,4274,Company Owned,52,0,0,1,164,27.0,0,0,Unknown,0,17,3089,14.0
Rural,Large,West,Zone 5,5,2,3,4994,Company Owned,29,0,0,1,75,30.0,13,1,A+,4,14,17149,14.0
Rural,Large,South,Zone 6,1,0,2,6155,Company Owned,59,0,0,0,91,32.0,7,0,B,2,29,8073,14.0
Rural,Mid,South,Zone 4,5,2,2,5516,Company Owned,69,0,0,1,200,37.0,5,0,A,1,11,7109,14.0
Rural,Mid,South,Zone 2,8,1,4,5414,Rented,68,0,0,1,108,29.0,23,1,A+,3,32,30094,13.0
Rural,Mid,North,Zone 3,3,1,3,4071,Company Owned,37,0,0,1,132,24.0,13,1,A+,3,27,19072,8.0
Rural,Small,North,Zone 6,0,2,5,4640,Company Owned,62,0,0,1,136,31.0,4,0,C,1,13,5055,14.0
